EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,SalesTerritoryKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status
101,201,199546871,NULL,11,Scott,Gode,R,0,Production Technician - WC45,8/08/2008,9/10/1986,adventure-works\scott0,scott0@adventure-works.com,391-555-0138,M,Scott Gode,391-555-0138,0,M,1,10,86,63,1,0,Production,8/08/2008,NULL,Current
102,89,830150469,NULL,11,Michael,Rothkugel,L,0,Production Technician - WC40,8/10/2008,8/04/1990,adventure-works\michael1,michael1@adventure-works.com,454-555-0119,S,Michael Rothkugel,454-555-0119,0,M,1,15,70,55,1,0,Production,8/10/2008,NULL,Current
103,147,322160340,NULL,11,Lane,Sacksteder,M,0,Production Technician - WC20,8/11/2008,4/23/1974,adventure-works\lane0,lane0@adventure-works.com,200-555-0117,M,Lane Sacksteder,200-555-0117,0,M,1,14,11,25,1,0,Production,8/11/2008,NULL,Current
104,16,827686041,NULL,11,Pete,Male,C,0,Production Technician - WC50,8/11/2008,9/03/1976,adventure-works\pete0,pete0@adventure-works.com,768-555-0123,S,Pete Male,768-555-0123,0,M,1,11,13,26,1,0,Production,8/11/2008,NULL,Current
105,44,671089628,NULL,11,Dan,Bacon,K,0,Application Specialist,8/11/2008,1/24/1981,adventure-works\dan0,dan0@adventure-works.com,166-555-0159,M,Dan Bacon,166-555-0159,1,M,2,27.4038,72,56,1,0,Information Services,8/11/2008,NULL,Current
106,143,231203233,NULL,11,David,Barber,M,0,Assistant to the Chief Financial Officer,8/12/2008,1/20/1964,adventure-works\david5,david5@adventure-works.com,477-555-0132,S,David Barber,477-555-0132,0,M,2,13.4615,56,48,1,0,Finance,8/12/2008,NULL,Current
107,76,204035155,NULL,11,Lolan,Song,B,0,Production Technician - WC50,8/12/2008,8/24/1972,adventure-works\lolan0,lolan0@adventure-works.com,582-555-0178,M,Lolan Song,582-555-0178,0,M,1,11,7,23,1,0,Production,8/12/2008,NULL,Current
108,214,992874797,NULL,11,Paula,Nartker,R,0,Production Technician - WC40,8/12/2008,9/10/1986,adventure-works\paula1,paula1@adventure-works.com,476-555-0119,M,Paula Nartker,476-555-0119,0,F,1,15,54,47,1,0,Production,8/12/2008,NULL,Current
109,7,767955365,NULL,11,Mary,Gibson,E,0,Marketing Specialist,8/12/2008,4/13/1962,adventure-works\mary0,mary0@adventure-works.com,531-555-0183,M,Mary Gibson,531-555-0183,0,F,2,14.4231,46,43,1,0,Marketing,8/12/2008,NULL,Current
110,40,342607223,NULL,11,Mindaugas,Krapauskas,J,0,Production Technician - WC50,8/13/2008,12/05/1977,adventure-works\mindaugas0,mindaugas0@adventure-works.com,637-555-0120,M,Mindaugas Krapauskas,637-555-0120,0,M,1,11,97,68,1,0,Production,8/13/2008,NULL,Current
111,23,45615666,NULL,11,Eric,Gubbels,NULL,0,Production Supervisor - WC20,8/14/2008,8/19/1984,adventure-works\eric0,eric0@adventure-works.com,260-555-0119,M,Eric Gubbels,260-555-0119,0,M,2,25,40,40,1,0,Production,8/14/2008,NULL,Current
112,NULL,295847284,NULL,11,Ken,Sánchez,J,0,Chief Executive Officer,8/14/2008,8/29/1968,adventure-works\ken0,ken0@adventure-works.com,697-555-0142,S,Ken Sánchez,697-555-0142,1,M,2,125.5,99,69,1,0,Executive,8/14/2008,NULL,Current
113,138,733022683,NULL,11,Jason,Watters,M,0,Production Technician - WC30,8/14/2008,7/07/1988,adventure-works\jason0,jason0@adventure-works.com,571-555-0179,S,Jason Watters,571-555-0179,0,M,1,9.5,38,39,1,0,Production,8/14/2008,NULL,Current
114,43,381772114,NULL,11,Mark,Harrington,L,0,Quality Assurance Technician,8/15/2008,11/28/1985,adventure-works\mark0,mark0@adventure-works.com,147-555-0179,S,Mark Harrington,147-555-0179,0,M,2,10.5769,83,61,1,0,Quality Assurance,8/15/2008,NULL,Current
115,163,187369436,NULL,11,Janeth,Esteves,M,0,Production Technician - WC45,8/15/2008,2/22/1972,adventure-works\janeth0,janeth0@adventure-works.com,540-555-0191,S,Janeth Esteves,540-555-0191,0,F,1,10,81,60,1,0,Production,8/15/2008,NULL,Current
116,188,364818297,NULL,11,Marc,Ingle,J,0,Production Technician - WC30,8/16/2008,5/24/1986,adventure-works\marc0,marc0@adventure-works.com,234-555-0169,M,Marc Ingle,234-555-0169,0,M,1,9.5,22,31,1,0,Production,8/16/2008,NULL,Current
117,162,658797903,NULL,11,Gigi,Matthew,N,0,Research and Development Engineer,8/16/2008,8/21/1978,adventure-works\gigi0,gigi0@adventure-works.com,185-555-0186,M,Gigi Matthew,185-555-0186,1,F,2,40.8654,63,51,1,0,Research and Development,8/16/2008,NULL,Current
118,111,886023130,NULL,11,Paul,Singh,R,0,Production Technician - WC20,8/17/2008,6/04/1990,adventure-works\paul1,paul1@adventure-works.com,727-555-0112,M,Paul Singh,727-555-0112,0,M,1,14,6,23,1,0,Production,8/17/2008,NULL,Current
119,214,749211824,NULL,11,Frank,Lee,T,0,Production Technician - WC40,8/17/2008,4/06/1987,adventure-works\frank0,frank0@adventure-works.com,158-555-0191,M,Frank Lee,158-555-0191,0,M,1,15,56,48,1,0,Production,8/17/2008,NULL,Current
120,44,643805155,NULL,11,François,Ajenstat,P,0,Database Administrator,8/17/2008,6/13/1980,adventure-works\françois0,françois0@adventure-works.com,785-555-0110,S,François Ajenstat,785-555-0110,1,M,2,38.4615,67,53,1,0,Information Services,8/17/2008,NULL,Current
121,16,92096924,NULL,11,Diane,Tibbott,H,0,Production Technician - WC50,8/18/2008,3/09/1989,adventure-works\diane2,diane2@adventure-works.com,361-555-0180,S,Diane Tibbott,361-555-0180,0,F,1,11,8,24,1,0,Production,8/18/2008,NULL,Current
122,7,72636981,NULL,11,Jill,Williams,A,0,Marketing Specialist,8/18/2008,1/16/1979,adventure-works\jill0,jill0@adventure-works.com,510-555-0121,M,Jill Williams,510-555-0121,0,F,2,14.4231,47,43,1,0,Marketing,8/18/2008,NULL,Current
123,40,563680513,NULL,11,Angela,Barbariol,W,0,Production Technician - WC50,8/20/2008,12/29/1990,adventure-works\angela0,angela0@adventure-works.com,150-555-0194,S,Angela Barbariol,150-555-0194,0,F,1,11,92,66,1,0,Production,8/20/2008,NULL,Current
124,87,584205124,NULL,11,Matthias,Berndt,T,0,Shipping and Receiving Clerk,8/20/2008,6/11/1973,adventure-works\matthias0,matthias0@adventure-works.com,139-555-0120,M,Matthias Berndt,139-555-0120,0,M,2,9.5,94,67,1,0,Shipping and Receiving,8/20/2008,NULL,Current
125,9,458159238,NULL,11,Bryan,Baker,NULL,0,Production Technician - WC60,8/21/2008,3/27/1973,adventure-works\bryan0,bryan0@adventure-works.com,712-555-0113,S,Bryan Baker,712-555-0113,0,M,1,12.45,35,37,1,0,Production,8/21/2008,NULL,Current
126,23,712885347,NULL,11,Jeff,Hay,V,0,Production Supervisor - WC45,8/21/2008,8/15/1976,adventure-works\jeff0,jeff0@adventure-works.com,350-555-0167,M,Jeff Hay,350-555-0167,0,M,2,25,74,57,1,0,Production,8/21/2008,NULL,Current
127,188,87268837,NULL,11,Eugene,Zabokritski,R,0,Production Technician - WC30,8/21/2008,2/12/1987,adventure-works\eugene0,eugene0@adventure-works.com,241-555-0191,S,Eugene Zabokritski,241-555-0191,0,M,1,9.5,33,36,1,0,Production,8/21/2008,NULL,Current
128,186,969985265,NULL,11,Barbara,Decker,S,0,Production Technician - WC20,8/22/2008,7/29/1984,adventure-works\barbara0,barbara0@adventure-works.com,119-555-0192,M,Barbara Decker,119-555-0192,0,F,1,14,17,28,1,0,Production,8/22/2008,NULL,Current
129,126,539490372,NULL,11,Chris,Preston,T,0,Production Technician - WC45,8/22/2008,7/16/1988,adventure-works\chris0,chris0@adventure-works.com,200-555-0112,M,Chris Preston,200-555-0112,0,M,1,10,76,58,1,0,Production,8/22/2008,NULL,Current
130,92,242381745,NULL,11,Sean,Chai,N,0,Document Control Assistant,8/22/2008,10/10/1986,adventure-works\sean1,sean1@adventure-works.com,205-555-0132,S,Sean Chai,205-555-0132,0,M,2,10.25,78,59,1,0,Document Control,8/22/2008,NULL,Current
131,44,929666391,NULL,11,Dan,Wilson,B,0,Database Administrator,8/22/2008,8/06/1975,adventure-works\dan1,dan1@adventure-works.com,653-555-0144,M,Dan Wilson,653-555-0144,1,M,2,38.4615,66,53,1,0,Information Services,8/22/2008,NULL,Current
132,18,948320468,NULL,11,Mark,McArthur,K,0,Production Technician - WC60,8/23/2008,4/25/1979,adventure-works\mark1,mark1@adventure-works.com,417-555-0154,S,Mark McArthur,417-555-0154,0,M,1,12.45,19,29,1,0,Production,8/23/2008,NULL,Current
133,142,931190412,NULL,11,Bryan,Walton,A,0,Accounts Receivable Specialist,8/24/2008,4/20/1984,adventure-works\bryan1,bryan1@adventure-works.com,935-555-0199,S,Bryan Walton,935-555-0199,0,M,2,19,62,51,1,0,Finance,8/24/2008,NULL,Current
134,76,153288994,NULL,11,Houman,Pournasseh,N,0,Production Technician - WC50,8/25/2008,3/30/1971,adventure-works\houman0,houman0@adventure-works.com,180-555-0136,M,Houman Pournasseh,180-555-0136,0,M,1,11,3,21,1,0,Production,8/25/2008,NULL,Current
135,46,981495526,NULL,11,Sairaj,Uddin,L,0,Scheduling Assistant,8/26/2008,7/22/1987,adventure-works\sairaj0,sairaj0@adventure-works.com,500-555-0159,M,Sairaj Uddin,500-555-0159,0,M,2,16,46,43,1,0,Production Control,8/26/2008,NULL,Current
136,177,363996959,NULL,11,Michiko,Osada,F,0,Production Technician - WC30,8/26/2008,1/25/1982,adventure-works\michiko0,michiko0@adventure-works.com,984-555-0148,S,Michiko Osada,984-555-0148,0,M,1,9.5,44,42,1,0,Production,8/26/2008,NULL,Current
137,188,585408256,NULL,11,Benjamin,Martin,R,0,Production Technician - WC30,8/27/2008,8/05/1985,adventure-works\benjamin0,benjamin0@adventure-works.com,533-555-0111,S,Benjamin Martin,533-555-0111,0,M,1,9.5,28,34,1,0,Production,8/27/2008,NULL,Current
138,23,386315192,NULL,11,Cynthia,Randall,S,0,Production Supervisor - WC30,8/27/2008,3/18/1981,adventure-works\cynthia0,cynthia0@adventure-works.com,352-555-0138,S,Cynthia Randall,352-555-0138,0,F,2,25,69,54,1,0,Production,8/27/2008,NULL,Current
139,201,167554340,NULL,11,Kathie,Flood,E,0,Production Technician - WC45,8/27/2008,6/01/1990,adventure-works\kathie0,kathie0@adventure-works.com,446-555-0118,M,Kathie Flood,446-555-0118,0,F,1,10,87,63,1,0,Production,8/27/2008,NULL,Current
140,18,410742000,NULL,11,Britta,Simon,L,0,Production Technician - WC60,8/29/2008,4/28/1989,adventure-works\britta0,britta0@adventure-works.com,955-555-0169,M,Britta Simon,955-555-0169,0,F,1,12.45,14,27,1,0,Production,8/29/2008,NULL,Current
141,214,746201340,NULL,11,Brian,Lloyd,T,0,Production Technician - WC40,8/29/2008,9/10/1976,adventure-works\brian0,brian0@adventure-works.com,110-555-0182,S,Brian Lloyd,110-555-0182,0,M,1,15,55,47,1,0,Production,8/29/2008,NULL,Current
142,143,30845,NULL,11,David,Liu,J,0,Accounts Manager,8/30/2008,2/05/1983,adventure-works\david6,david6@adventure-works.com,646-555-0185,M,David Liu,646-555-0185,1,M,2,34.7356,57,48,1,0,Finance,8/30/2008,NULL,Current
143,112,184188301,NULL,11,Laura,Norman,F,0,Chief Financial Officer,8/31/2008,8/06/1975,adventure-works\laura1,laura1@adventure-works.com,615-555-0110,M,Laura Norman,615-555-0110,1,F,2,60.0962,0,20,1,0,Executive,8/31/2008,6/13/2013,NULL
144,112,184188301,NULL,11,Laura,Norman,F,0,Chief Financial Officer,8/31/2008,8/06/1975,adventure-works\laura1,laura1@adventure-works.com,615-555-0110,M,Laura Norman,615-555-0110,1,F,2,60.0962,0,20,1,0,Executive,6/13/2013,NULL,Current
145,40,398737566,NULL,11,Michael,Patten,W,0,Production Technician - WC50,8/31/2008,12/01/1973,adventure-works\michael2,michael2@adventure-works.com,441-555-0195,S,Michael Patten,441-555-0195,0,M,1,11,98,69,1,0,Production,8/31/2008,NULL,Current
146,138,764853868,NULL,11,Andy,Ruth,M,0,Production Technician - WC30,8/31/2008,5/20/1983,adventure-works\andy0,andy0@adventure-works.com,118-555-0110,M,Andy Ruth,118-555-0110,0,M,1,9.5,39,39,1,0,Production,8/31/2008,NULL,Current
147,23,319472946,NULL,11,Yuhong,Li,L,0,Production Supervisor - WC20,9/01/2008,11/04/1976,adventure-works\yuhong0,yuhong0@adventure-works.com,965-555-0155,M,Yuhong Li,965-555-0155,0,M,2,25,41,40,1,0,Production,9/01/2008,NULL,Current
148,163,456839592,NULL,11,Robert,Rounthwaite,J,0,Production Technician - WC45,9/02/2008,9/28/1984,adventure-works\robert0,robert0@adventure-works.com,589-555-0147,S,Robert Rounthwaite,589-555-0147,0,M,1,10,82,61,1,0,Production,9/02/2008,NULL,Current
149,43,131471224,NULL,11,Andreas,Berglund,T,0,Quality Assurance Technician,9/02/2008,10/26/1988,adventure-works\andreas0,andreas0@adventure-works.com,181-555-0124,M,Andreas Berglund,181-555-0124,0,M,2,10.5769,84,62,1,0,Quality Assurance,9/02/2008,NULL,Current
150,188,259388196,NULL,11,Reed,Koch,T,0,Production Technician - WC30,9/02/2008,8/08/1988,adventure-works\reed0,reed0@adventure-works.com,678-555-0110,M,Reed Koch,678-555-0110,0,M,1,9.5,23,31,1,0,Production,9/02/2008,NULL,Current
151,147,812797414,NULL,11,Linda,Randall,A,0,Production Technician - WC20,9/03/2008,5/05/1977,adventure-works\linda1,linda1@adventure-works.com,696-555-0157,S,Linda Randall,696-555-0157,0,F,1,14,12,26,1,0,Production,9/03/2008,NULL,Current
152,112,519899904,NULL,11,James,Hamilton,R,0,Vice President of Production,9/03/2008,2/04/1988,adventure-works\james1,james1@adventure-works.com,870-555-0122,S,James Hamilton,870-555-0122,1,M,2,84.1346,64,52,1,0,Production,9/03/2008,NULL,Current
153,44,314747499,NULL,11,Ramesh,Meyyappan,V,0,Application Specialist,9/03/2008,10/12/1987,adventure-works\ramesh0,ramesh0@adventure-works.com,182-555-0134,S,Ramesh Meyyappan,182-555-0134,1,M,2,27.4038,73,56,1,0,Information Services,9/03/2008,NULL,Current
154,44,858323870,NULL,11,Stephanie,Conroy,A,0,Network Manager,9/04/2008,10/24/1983,adventure-works\stephanie0,stephanie0@adventure-works.com,594-555-0110,S,Stephanie Conroy,594-555-0110,1,F,2,39.6635,68,54,1,0,Information Services,9/04/2008,NULL,Current
155,111,25011600,NULL,11,Samantha,Smith,H,0,Production Technician - WC20,9/04/2008,6/22/1987,adventure-works\samantha0,samantha0@adventure-works.com,587-555-0114,M,Samantha Smith,587-555-0114,0,F,1,14,7,23,1,0,Production,9/04/2008,NULL,Current
156,214,436757988,NULL,11,Tawana,Nusbaum,G,0,Production Technician - WC40,9/05/2008,6/10/1989,adventure-works\tawana0,tawana0@adventure-works.com,368-555-0113,S,Tawana Nusbaum,368-555-0113,0,M,1,15,50,45,1,0,Production,9/05/2008,NULL,Current
157,16,652535724,NULL,11,Denise,Smith,H,0,Production Technician - WC50,9/05/2008,2/04/1988,adventure-works\denise0,denise0@adventure-works.com,869-555-0119,M,Denise Smith,869-555-0119,0,F,1,11,9,24,1,0,Production,9/05/2008,NULL,Current
158,32,416679555,NULL,11,Hao,Chen,O,0,Human Resources Administrative Assistant,9/06/2008,11/15/1976,adventure-works\hao0,hao0@adventure-works.com,806-555-0136,S,Hao Chen,806-555-0136,0,M,2,13.9423,52,46,1,0,Human Resources,9/06/2008,NULL,Current
159,126,377784364,NULL,11,Alex,Nayberg,M,0,Production Technician - WC45,9/08/2008,11/11/1989,adventure-works\alex0,alex0@adventure-works.com,819-555-0198,M,Alex Nayberg,819-555-0198,0,M,1,10,77,58,1,0,Production,9/08/2008,NULL,Current
160,9,66073987,NULL,11,Eugene,Kogan,O,0,Production Technician - WC60,9/08/2008,9/10/1975,adventure-works\eugene1,eugene1@adventure-works.com,173-555-0179,S,Eugene Kogan,173-555-0179,0,M,1,12.45,36,38,1,0,Production,9/08/2008,NULL,Current
161,18,999440576,NULL,11,Brandon,Heidepriem,G,0,Production Technician - WC60,9/08/2008,8/10/1976,adventure-works\brandon0,brandon0@adventure-works.com,429-555-0137,M,Brandon Heidepriem,429-555-0137,0,M,1,12.45,22,31,1,0,Production,9/08/2008,NULL,Current
162,3,134969118,NULL,11,Dylan,Miller,A,0,Research and Development Manager,9/08/2008,9/24/1986,adventure-works\dylan0,dylan0@adventure-works.com,181-555-0156,M,Dylan Miller,181-555-0156,1,M,2,50.4808,61,50,1,0,Research and Development,9/08/2008,NULL,Current
163,23,551834634,NULL,11,Shane,Kim,S,0,Production Supervisor - WC45,9/08/2008,12/22/1989,adventure-works\shane0,shane0@adventure-works.com,810-555-0178,S,Shane Kim,810-555-0178,0,M,2,25,75,57,1,0,Production,9/08/2008,NULL,Current
164,186,305522471,NULL,11,John,Chen,Y,0,Production Technician - WC20,9/09/2008,11/03/1985,adventure-works\john2,john2@adventure-works.com,201-555-0163,M,John Chen,201-555-0163,0,M,1,14,18,29,1,0,Production,9/09/2008,NULL,Current
165,92,260770918,NULL,11,Karen,Berge,R,0,Document Control Assistant,9/09/2008,7/25/1975,adventure-works\karen0,karen0@adventure-works.com,746-555-0164,M,Karen Berge,746-555-0164,0,F,2,10.25,79,59,1,0,Document Control,9/09/2008,NULL,Current
166,18,788456780,NULL,11,Jose,Lugo,R,0,Production Technician - WC60,9/10/2008,2/29/1984,adventure-works\jose0,jose0@adventure-works.com,587-555-0115,M,Jose Lugo,587-555-0115,0,M,1,12.45,20,30,1,0,Production,9/10/2008,NULL,Current
167,76,370581729,NULL,11,Mandar,Samant,H,0,Production Technician - WC50,9/10/2008,10/19/1985,adventure-works\mandar0,mandar0@adventure-works.com,140-555-0132,S,Mandar Samant,140-555-0132,0,M,1,11,0,20,1,0,Production,9/10/2008,NULL,Current
168,278,603686790,NULL,11,Mikael,Sandberg,Q,0,Buyer,9/10/2008,3/17/1984,adventure-works\mikael0,mikael0@adventure-works.com,309-555-0170,S,Mikael Sandberg,309-555-0170,0,M,2,18.2692,59,49,1,0,Purchasing,9/10/2008,NULL,Current
169,76,152085091,NULL,11,Sameer,Tejani,A,0,Production Technician - WC50,9/11/2008,1/24/1978,adventure-works\sameer0,sameer0@adventure-works.com,990-555-0172,M,Sameer Tejani,990-555-0172,0,M,1,11,4,22,1,0,Production,9/11/2008,NULL,Current
170,142,663843431,NULL,11,Dragan,Tomic,K,0,Accounts Payable Specialist,9/11/2008,9/14/1976,adventure-works\dragan0,dragan0@adventure-works.com,117-555-0185,M,Dragan Tomic,117-555-0185,0,M,2,19,63,51,1,0,Finance,9/11/2008,NULL,Current
171,177,227319668,NULL,11,Carol,Philips,M,0,Production Technician - WC30,9/12/2008,5/17/1988,adventure-works\carol0,carol0@adventure-works.com,609-555-0153,M,Carol Philips,609-555-0153,0,F,1,9.5,45,42,1,0,Production,9/12/2008,NULL,Current
172,89,578953538,NULL,11,Rob,Caron,T,0,Production Technician - WC40,9/13/2008,3/04/1973,adventure-works\rob1,rob1@adventure-works.com,238-555-0116,S,Rob Caron,238-555-0116,0,M,1,15,71,55,1,0,Production,9/13/2008,NULL,Current
173,40,222400012,NULL,11,Don,Hall,L,0,Production Technician - WC50,9/13/2008,1/11/1971,adventure-works\don0,don0@adventure-works.com,100-555-0174,M,Don Hall,100-555-0174,0,M,1,11,88,64,1,0,Production,9/13/2008,NULL,Current
174,46,470689086,NULL,11,Alan,Brewer,J,0,Scheduling Assistant,9/13/2008,10/28/1983,adventure-works\alan0,alan0@adventure-works.com,438-555-0172,M,Alan Brewer,438-555-0172,0,M,2,16,47,43,1,0,Production Control,9/13/2008,NULL,Current
175,188,860123571,NULL,11,David,Lawrence,Oliver,0,Production Technician - WC30,9/14/2008,4/23/1985,adventure-works\david7,david7@adventure-works.com,118-555-0177,M,David Lawrence,118-555-0177,0,M,1,9.5,29,34,1,0,Production,9/14/2008,NULL,Current
176,89,273260055,NULL,11,Baris,Cetinok,F,0,Production Technician - WC40,9/15/2008,5/07/1990,adventure-works\baris0,baris0@adventure-works.com,164-555-0114,S,Baris Cetinok,164-555-0114,0,M,1,15,72,56,1,0,Production,9/15/2008,NULL,Current
177,23,578935259,NULL,11,Michael,Ray,Sean,0,Production Supervisor - WC30,9/15/2008,8/29/1988,adventure-works\michael3,michael3@adventure-works.com,156-555-0199,S,Michael Ray,156-555-0199,0,M,2,25,70,55,1,0,Production,9/15/2008,NULL,Current
178,20,752513276,NULL,11,Steve,Masters,F,0,Production Technician - WC60,9/15/2008,11/04/1990,adventure-works\steve0,steve0@adventure-works.com,712-555-0170,S,Steve Masters,712-555-0170,0,M,1,12.45,31,35,1,0,Production,9/15/2008,NULL,Current
179,18,754372876,NULL,11,Suchitra,Mohan,O,0,Production Technician - WC60,9/16/2008,1/08/1987,adventure-works\suchitra0,suchitra0@adventure-works.com,753-555-0129,M,Suchitra Mohan,753-555-0129,0,F,1,12.45,15,27,1,0,Production,9/16/2008,NULL,Current
180,44,58317344,NULL,11,Karen,Berg,A,0,Application Specialist,9/16/2008,12/17/1977,adventure-works\karen1,karen1@adventure-works.com,654-555-0177,S,Karen Berg,654-555-0177,1,F,2,27.4038,74,57,1,0,Information Services,9/16/2008,NULL,Current
181,147,404159499,NULL,11,Terrence,Earls,W,0,Production Technician - WC20,9/16/2008,7/08/1984,adventure-works\terrence0,terrence0@adventure-works.com,110-555-0115,S,Terrence Earls,110-555-0115,0,M,1,14,13,26,1,0,Production,9/16/2008,NULL,Current
182,142,363910111,NULL,11,Barbara,Moreland,C,0,Accountant,9/18/2008,8/04/1975,adventure-works\barbara1,barbara1@adventure-works.com,822-555-0145,M,Barbara Moreland,822-555-0145,1,F,2,26.4423,58,49,1,0,Finance,9/18/2008,NULL,Current
183,40,599942664,NULL,11,Chad,Niswonger,W,0,Production Technician - WC50,9/18/2008,3/04/1990,adventure-works\chad0,chad0@adventure-works.com,559-555-0175,M,Chad Niswonger,559-555-0175,0,M,1,11,99,69,1,0,Production,9/18/2008,NULL,Current
184,138,993310268,NULL,11,Rostislav,Shabalin,E,0,Production Technician - WC30,9/19/2008,4/13/1977,adventure-works\rostislav0,rostislav0@adventure-works.com,751-555-0134,M,Rostislav Shabalin,751-555-0134,0,M,1,9.5,40,40,1,0,Production,9/19/2008,NULL,Current
185,201,20244403,NULL,11,Belinda,Newman,M,0,Production Technician - WC45,9/20/2008,10/15/1974,adventure-works\belinda0,belinda0@adventure-works.com,319-555-0126,S,Belinda Newman,319-555-0126,0,F,1,10,83,61,1,0,Production,9/20/2008,NULL,Current
186,23,862951447,NULL,11,Katie,McAskill-White,L,0,Production Supervisor - WC20,9/20/2008,6/18/1984,adventure-works\katie0,katie0@adventure-works.com,809-555-0133,S,Katie McAskill-White,809-555-0133,0,F,2,25,42,41,1,0,Production,9/20/2008,NULL,Current
187,188,551346974,NULL,11,Russell,King,M,0,Production Technician - WC30,9/21/2008,9/11/1981,adventure-works\russell1,russell1@adventure-works.com,517-555-0122,M,Russell King,517-555-0122,0,M,1,9.5,24,32,1,0,Production,9/21/2008,NULL,Current
188,23,60114406,NULL,11,Jack,Richins,S,0,Production Supervisor - WC30,9/21/2008,1/20/1983,adventure-works\jack0,jack0@adventure-works.com,552-555-0111,S,Jack Richins,552-555-0111,0,M,2,25,68,54,1,0,Production,9/21/2008,NULL,Current
189,23,33237992,NULL,11,Andrew,Hill,R,0,Production Supervisor - WC10,9/22/2008,4/06/1988,adventure-works\andrew0,andrew0@adventure-works.com,908-555-0159,S,Andrew Hill,908-555-0159,0,M,2,25,65,52,1,0,Production,9/22/2008,NULL,Current
190,89,1300049,NULL,11,Nicole,Holliday,B,0,Production Technician - WC40,9/22/2008,11/07/1985,adventure-works\nicole0,nicole0@adventure-works.com,508-555-0129,M,Nicole Holliday,508-555-0129,0,F,1,15,67,53,1,0,Production,9/22/2008,NULL,Current
191,16,10708100,NULL,11,Frank,Miller,T,0,Production Technician - WC50,9/23/2008,2/21/1971,adventure-works\frank1,frank1@adventure-works.com,167-555-0139,S,Frank Miller,167-555-0139,0,M,1,11,10,25,1,0,Production,9/23/2008,NULL,Current
192,154,672243793,NULL,11,Peter,Connelly,I,0,Network Administrator,9/23/2008,12/27/1979,adventure-works\peter1,peter1@adventure-works.com,310-555-0133,S,Peter Connelly,310-555-0133,0,M,2,32.4519,69,54,1,0,Information Services,9/23/2008,NULL,Current
193,111,63761469,NULL,11,Anibal,Sousa,T,0,Production Technician - WC20,9/23/2008,4/05/1974,adventure-works\anibal0,anibal0@adventure-works.com,106-555-0120,S,Anibal Sousa,106-555-0120,0,F,1,14,8,24,1,0,Production,9/23/2008,NULL,Current
194,214,693168613,NULL,11,Ken,Myer,L,0,Production Technician - WC40,9/24/2008,12/26/1980,adventure-works\ken1,ken1@adventure-works.com,949-555-0174,M,Ken Myer,949-555-0174,0,M,1,15,51,45,1,0,Production,9/24/2008,NULL,Current
195,32,476980013,NULL,11,Grant,Culbertson,N,0,Human Resources Administrative Assistant,9/25/2008,11/15/1975,adventure-works\grant0,grant0@adventure-works.com,955-555-0131,S,Grant Culbertson,955-555-0131,0,M,2,13.9423,53,46,1,0,Human Resources,9/25/2008,NULL,Current
196,40,334834274,NULL,11,Michael,Entin,T,0,Production Technician - WC50,9/25/2008,1/13/1989,adventure-works\michael4,michael4@adventure-works.com,817-555-0186,S,Michael Entin,817-555-0186,0,M,1,11,94,67,1,0,Production,9/25/2008,NULL,Current
197,163,399658727,NULL,11,Lionel,Penuchot,C,0,Production Technician - WC45,9/26/2008,10/13/1987,adventure-works\lionel0,lionel0@adventure-works.com,450-555-0152,S,Lionel Penuchot,450-555-0152,0,M,1,10,78,59,1,0,Production,9/26/2008,NULL,Current
198,9,500412746,NULL,11,Thomas,Michaels,R,0,Production Technician - WC60,9/26/2008,8/10/1985,adventure-works\thomas0,thomas0@adventure-works.com,278-555-0118,M,Thomas Michaels,278-555-0118,0,M,1,12.45,37,38,1,0,Production,9/26/2008,NULL,Current
199,87,652779496,NULL,11,Jimmy,Bischoff,T,0,Stocker,9/26/2008,6/01/1990,adventure-works\jimmy0,jimmy0@adventure-works.com,927-555-0168,M,Jimmy Bischoff,927-555-0168,0,M,1,9,96,68,1,0,Shipping and Receiving,9/26/2008,NULL,Current
200,138,878395493,NULL,11,Michael,Vanderhyde,T,0,Production Technician - WC30,9/26/2008,4/18/1982,adventure-works\michael5,michael5@adventure-works.com,296-555-0121,M,Michael Vanderhyde,296-555-0121,0,M,1,9.5,35,37,1,0,Production,9/26/2008,NULL,Current
201,23,332349500,NULL,11,Lori,Kane,A,0,Production Supervisor - WC45,9/26/2008,2/16/1980,adventure-works\lori0,lori0@adventure-works.com,289-555-0196,S,Lori Kane,289-555-0196,0,F,2,25,76,58,1,0,Production,9/26/2008,NULL,Current
202,278,792847334,NULL,11,Arvind,Rao,B,0,Buyer,9/28/2008,3/21/1974,adventure-works\arvind0,arvind0@adventure-works.com,848-555-0163,M,Arvind Rao,848-555-0163,0,M,2,18.2692,60,50,1,0,Purchasing,9/28/2008,NULL,Current
203,186,621932914,NULL,11,Stefen,Hesse,A,0,Production Technician - WC20,9/28/2008,7/21/1975,adventure-works\stefen0,stefen0@adventure-works.com,165-555-0113,S,Stefen Hesse,165-555-0113,0,M,1,14,19,29,1,0,Production,9/28/2008,NULL,Current
